Competitor_ID,Vertical_Category,Primary_Skill,Primary_Skill_CPC_USD,Primary_Skill_PPC,#_of_Jobs
A,Other,Power BI Consultants,91.82,71.0,3115.0
A,Other,Power BI Consultants,91.82,71.0,2705.0
A,Other,Power BI Consultants,91.82,71.0,2731.0
A,Other,Power BI Consultants,91.82,71.0,1960.0
A,Other,Power BI Consultants,91.82,71.0,4731.0
A,Other,Power BI Consultants,91.82,71.0,2455.0
A,Other,Power BI Consultants,91.82,71.0,4887.0
A,Other,Product Managers,8.81,33.0,4734.0
A,Other,Product Managers,8.81,33.0,2264.0
A,Other,Product Managers,8.81,33.0,1050.0
A,Other,Product Managers,8.81,33.0,4102.0
A,Other,Product Managers,8.81,33.0,4130.0
A,Other,Product Managers,8.81,33.0,390.0
A,Other,Product Managers,8.81,33.0,2042.0
A,Other,Product Managers,8.81,33.0,892.0
A,Other,Product Managers,8.81,33.0,563.0
A,Other,Product Managers,8.81,33.0,1397.0
A,Other,Product Managers,8.81,33.0,4795.0
A,Other,Product Managers,8.81,33.0,1465.0
A,Other,Product Marketers,11.15,34.0,4735.0
A,Other,Product Marketers,11.15,34.0,625.0
A,Other,Product Marketers,11.15,34.0,2383.0
A,Other,Product Marketers,11.15,34.0,4660.0
A,Other,Product Marketers,11.15,34.0,2738.0
A,Other,Product Marketers,11.15,34.0,3396.0
A,Other,Product Marketers,11.15,34.0,2666.0
A,Other,Product Marketers,11.15,34.0,3639.0
A,Other,Product Marketers,11.15,34.0,81.0
A,Other,Product Marketers,11.15,34.0,4029.0
A,Other,Product Marketers,11.15,34.0,927.0
A,Other,Product Marketers,11.15,34.0,57.0
A,Other,Project Managers,12.81,38.0,4474.0
A,Other,Project Managers,12.81,38.0,4415.0
A,Other,Project Managers,12.81,38.0,2778.0
A,Other,Project Managers,12.81,38.0,4144.0
A,Other,Project Managers,12.81,38.0,1601.0
A,Other,Project Managers,12.81,38.0,388.0
A,Other,Project Managers,12.81,38.0,1576.0
A,Other,Project Managers,12.81,38.0,595.0
A,Other,Project Managers,12.81,38.0,4921.0
A,Other,Project Managers,12.81,38.0,2599.0
A,Other,Project Managers,12.81,38.0,3962.0
A,Other,Project Managers,12.81,38.0,2162.0
A,Other,Salesforce App Developers,34.74,33.0,4833.0
A,Other,Salesforce App Developers,34.74,33.0,883.0
A,Other,Salesforce App Developers,34.74,33.0,1728.0
A,Other,Salesforce App Developers,34.74,33.0,1441.0
A,Other,Salesforce App Developers,34.74,33.0,2777.0
A,Other,Salesforce App Developers,34.74,33.0,1055.0
A,Other,Salesforce App Developers,34.74,33.0,1611.0
A,Other,Salesforce App Developers,34.74,33.0,4466.0
A,Other,Salesforce App Developers,34.74,33.0,4317.0
A,Other,Salesforce App Developers,34.74,33.0,2067.0
A,Other,Salesforce App Developers,34.74,33.0,3328.0
A,Other,Salesforce App Developers,34.74,33.0,4935.0
A,Other,SEO Experts,40.45,23.0,4921.0
A,Other,SEO Experts,40.45,23.0,2968.0
A,Other,SEO Experts,40.45,23.0,3626.0
A,Other,SEO Experts,40.45,23.0,2803.0
A,Other,SEO Experts,40.45,23.0,4120.0
A,Other,SEO Experts,40.45,23.0,4434.0
A,Other,SEO Experts,40.45,23.0,1734.0
A,Other,SEO Experts,40.45,23.0,2430.0
A,Other,SEO Experts,40.45,23.0,2874.0
A,Other,SEO Experts,40.45,23.0,3034.0
A,Other,SEO Experts,40.45,23.0,3402.0
A,Other,SEO Experts,40.45,23.0,2322.0
A,Other,Tableau Experts,48.86,82.0,4915.0
A,Other,Tableau Experts,48.86,82.0,3020.0
A,Other,Tableau Experts,48.86,82.0,2225.0
A,Other,Tableau Experts,48.86,82.0,1126.0
A,Other,Tableau Experts,48.86,82.0,962.0
A,Other,Tableau Experts,48.86,82.0,568.0
A,Other,Tableau Experts,48.86,82.0,2731.0
A,Other,Tableau Experts,48.86,82.0,3185.0
A,Other,Tableau Experts,48.86,82.0,4663.0
A,Other,Tableau Experts,48.86,82.0,3460.0
A,Other,Tableau Experts,48.86,82.0,471.0
A,Other,Tableau Experts,48.86,82.0,1197.0
A,Other,Translators,1.5,0.0,1602.0
A,Other,Translators,1.5,0.0,997.0
A,Other,Translators,1.5,0.0,4098.0
A,Other,Translators,1.5,0.0,3469.0
A,Other,Translators,1.5,0.0,1313.0
A,Other,Translators,1.5,0.0,3417.0
A,Other,Translators,1.5,0.0,4260.0
A,Other,Translators,1.5,0.0,4372.0
A,Other,Translators,1.5,0.0,4100.0
A,Other,Translators,1.5,0.0,3672.0
A,Other,Translators,1.5,0.0,2877.0
A,Other,Translators,1.5,0.0,2866.0
A,Other,UI Designers,65.62,37.0,2125.0
A,Other,UI Designers,65.62,37.0,285.0
A,Other,UI Designers,65.62,37.0,359.0
A,Other,UI Designers,65.62,37.0,1703.0
A,Other,UI Designers,65.62,37.0,4760.0
A,Other,UI Designers,65.62,37.0,99.0
A,Other,UI Designers,65.62,37.0,1197.0
A,Other,UI Designers,65.62,37.0,2914.0
A,Other,UI Designers,65.62,37.0,575.0
A,Other,UI Designers,65.62,37.0,2509.0
A,Other,UI Designers,65.62,37.0,1185.0
A,Other,UI Designers,65.62,37.0,4221.0
A,Other,UX Designers,12.09,40.0,2278.0
A,Other,UX Designers,12.09,40.0,2967.0
A,Other,UX Designers,12.09,40.0,1632.0
A,Other,UX Designers,12.09,40.0,730.0
A,Other,UX Designers,12.09,40.0,2822.0
A,Other,UX Designers,12.09,40.0,3123.0
A,Other,UX Designers,12.09,40.0,2804.0
A,Other,UX Designers,12.09,40.0,1801.0
A,Other,UX Designers,12.09,40.0,3695.0
A,Other,UX Designers,12.09,40.0,2823.0
A,Other,UX Designers,12.09,40.0,4982.0
A,Other,UX Designers,12.09,40.0,4429.0
A,Other,Web Designers,22.33,36.0,2296.0
A,Other,Web Designers,22.33,36.0,139.0
A,Other,Web Designers,22.33,36.0,1423.0
A,Other,Web Designers,22.33,36.0,1306.0
A,Other,Web Designers,22.33,36.0,2464.0
A,Other,Web Designers,22.33,36.0,33.0
A,Other,Web Designers,22.33,36.0,2722.0
A,Other,Web Designers,22.33,36.0,4802.0
A,Other,Web Designers,22.33,36.0,1856.0
A,Other,Web Designers,22.33,36.0,4939.0
A,Other,Web Designers,22.33,36.0,2188.0
A,Other,Web Designers,22.33,36.0,1864.0
B,Finance,Venture Capital,9.24,30.0,1256.0
B,Finance,Venture Capital,9.24,30.0,1395.0
B,Finance,Venture Capital,9.24,30.0,883.0
B,Finance,Venture Capital,9.24,30.0,3820.0
B,Finance,Venture Capital,9.24,30.0,4548.0
B,Finance,Venture Capital,9.24,30.0,1000.0
B,Finance,Venture Capital,9.24,30.0,257.0
B,Finance,Venture Capital,9.24,30.0,962.0
B,Finance,Venture Capital,9.24,30.0,3631.0
B,Finance,Venture Capital,9.24,30.0,1765.0
B,Finance,Venture Capital,9.24,30.0,3549.0
B,Finance,Venture Capital,9.24,30.0,2077.0
B,Finance,Venture Capital,9.24,30.0,28.0
B,Finance,Venture Capital,9.24,30.0,1253.0
B,Finance,Venture Capital,9.24,30.0,243.0
B,Finance,Venture Capital,9.24,30.0,1501.0
B,Finance,Venture Capital,9.24,30.0,4799.0
B,Finance,Venture Capital,9.24,30.0,2281.0
B,Finance,Venture Capital,9.24,30.0,211.0
B,Finance,Venture Capital,9.24,30.0,3335.0
B,Finance,Venture Capital,9.24,30.0,4937.0
B,Finance,Venture Capital,9.24,30.0,4181.0
B,Finance,Venture Capital,9.24,30.0,1571.0
B,Finance,Venture Capital,9.24,30.0,1193.0
B,Finance,Venture Capital,9.24,30.0,2905.0
B,Finance,Venture Capital,9.24,30.0,3189.0
B,Finance,Venture Capital,9.24,30.0,2464.0
B,Finance,Venture Capital,9.24,30.0,659.0
B,Finance,Venture Capital,9.24,30.0,2131.0
B,Finance,Venture Capital,9.24,30.0,4452.0
B,Finance,Venture Capital,9.24,30.0,3364.0
B,Finance,Venture Capital,9.24,30.0,1838.0
B,Finance,Venture Capital,9.24,30.0,3677.0
B,Finance,Venture Capital,9.24,30.0,396.0
B,Finance,Venture Capital,9.24,30.0,2090.0
B,Finance,Venture Capital,9.24,30.0,4800.0
B,Finance,Venture Capital,9.24,30.0,4241.0
B,Finance,Venture Capital,9.24,30.0,442.0
B,Finance,Venture Capital,9.24,30.0,3833.0
B,Finance,Venture Capital,9.24,30.0,2392.0
B,Finance,Venture Capital,9.24,30.0,2430.0
B,Finance,Venture Capital,9.24,30.0,1110.0
B,Finance,Strategy,3.6,2.0,3324.0
B,Finance,Strategy,3.6,2.0,1968.0
B,Finance,Strategy,3.6,2.0,4113.0
B,Finance,Strategy,3.6,2.0,2202.0
B,Finance,Strategy,3.6,2.0,361.0
B,Finance,Strategy,3.6,2.0,865.0
B,Finance,Strategy,3.6,2.0,3609.0
B,Finance,Strategy,3.6,2.0,363.0
B,Finance,Strategy,3.6,2.0,3835.0
B,Finance,Strategy,3.6,2.0,3943.0
B,Finance,Strategy,3.6,2.0,178.0
B,Finance,Strategy,3.6,2.0,4692.0
B,Finance,Strategy,3.6,2.0,2692.0
B,Finance,Strategy,3.6,2.0,1425.0
B,Finance,Strategy,3.6,2.0,4479.0
B,Finance,Strategy,3.6,2.0,1142.0
B,Finance,Strategy,3.6,2.0,4863.0
B,Finance,Strategy,3.6,2.0,336.0
B,Finance,Strategy,3.6,2.0,1546.0
B,Finance,Strategy,3.6,2.0,2214.0
B,Finance,Strategy,3.6,2.0,3018.0
B,Finance,Strategy,3.6,2.0,4330.0
B,Finance,Strategy,3.6,2.0,627.0
B,Finance,Strategy,3.6,2.0,2460.0
B,Finance,Strategy,3.6,2.0,2384.0
B,Finance,Strategy,3.6,2.0,3374.0
B,Finance,Strategy,3.6,2.0,3720.0
B,Finance,Strategy,3.6,2.0,1367.0
B,Finance,Strategy,3.6,2.0,2734.0
B,Finance,Strategy,3.6,2.0,2492.0
B,Finance,Strategy,3.6,2.0,2296.0
B,Finance,Strategy,3.6,2.0,666.0
B,Finance,Strategy,3.6,2.0,2329.0
B,Finance,Strategy,3.6,2.0,2515.0
B,Finance,Strategy,3.6,2.0,1938.0
B,Finance,Strategy,3.6,2.0,1150.0
B,Finance,Strategy,3.6,2.0,2207.0
B,Finance,Strategy,3.6,2.0,4755.0
B,Finance,Strategy,3.6,2.0,1912.0
B,Finance,Strategy,3.6,2.0,679.0
B,Finance,Strategy,3.6,2.0,4243.0
B,Finance,Strategy,3.6,2.0,1807.0
B,Finance,Strategy,3.6,2.0,605.0
B,Finance,Strategy,3.6,2.0,4860.0
B,Finance,Strategy,3.6,2.0,934.0
B,Finance,Strategy,3.6,2.0,2351.0
B,Finance,Strategy,3.6,2.0,4103.0
B,Finance,Strategy,3.6,2.0,115.0
B,Finance,Strategy,3.6,2.0,3875.0
B,Finance,Strategy,3.6,2.0,4699.0
B,Finance,Strategy,3.6,2.0,3453.0
B,Finance,Strategy,3.6,2.0,4935.0
B,Finance,Strategy,3.6,2.0,1772.0
B,Finance,Strategy,3.6,2.0,946.0
B,Finance,Strategy,3.6,2.0,1186.0
B,Finance,Strategy,3.6,2.0,371.0
B,Finance,Strategy,3.6,2.0,1538.0
B,Finance,Strategy,3.6,2.0,1933.0
B,Finance,Strategy,3.6,2.0,298.0
B,Finance,Strategy,3.6,2.0,2915.0
B,Finance,Strategy,3.6,2.0,4221.0
B,Finance,Strategy,3.6,2.0,2310.0
B,Finance,Strategy,3.6,2.0,2918.0
B,Finance,Strategy,3.6,2.0,159.0
B,Finance,Strategy,3.6,2.0,4318.0
B,Finance,Strategy,3.6,2.0,4419.0
B,Finance,Strategy,3.6,2.0,2423.0
B,Finance,Strategy,3.6,2.0,3162.0
B,Finance,Strategy,3.6,2.0,2920.0
B,Finance,Strategy,3.6,2.0,598.0
B,Finance,Strategy,3.6,2.0,988.0
B,Finance,Strategy,3.6,2.0,3087.0
B,Finance,Strategy,3.6,2.0,1498.0
B,Finance,Strategy,3.6,2.0,4509.0
B,Finance,Strategy,3.6,2.0,188.0
B,Finance,Strategy,3.6,2.0,94.0
B,Finance,Strategy,3.6,2.0,3771.0
B,Finance,Strategy,3.6,2.0,4570.0
B,Finance,Strategy,3.6,2.0,4503.0
B,Finance,Strategy,3.6,2.0,2272.0
B,Finance,Strategy,3.6,2.0,3592.0
B,Finance,Strategy,3.6,2.0,4907.0
B,Finance,Strategy,3.6,2.0,2215.0
B,Finance,Strategy,3.6,2.0,4886.0
B,Finance,Strategy,3.6,2.0,1488.0
B,Finance,Strategy,3.6,2.0,3499.0
B,Finance,Strategy,3.6,2.0,4482.0
B,Finance,Strategy,3.6,2.0,1028.0
B,Finance,Strategy,3.6,2.0,2069.0
B,Finance,Strategy,3.6,2.0,1144.0
B,Finance,Strategy,3.6,2.0,2303.0
B,Finance,Strategy,3.6,2.0,4103.0
B,Finance,Strategy,3.6,2.0,3363.0
B,Finance,Strategy,3.6,2.0,386.0
B,Finance,Strategy,3.6,2.0,1123.0
B,Finance,Strategy,3.6,2.0,182.0
B,Finance,Strategy,3.6,2.0,2544.0
B,Finance,Strategy,3.6,2.0,4415.0
B,Finance,Strategy,3.6,2.0,971.0
B,Finance,Strategy,3.6,2.0,3553.0
B,Finance,Private Equity,10.45,21.0,602.0
B,Finance,Private Equity,10.45,21.0,2778.0
B,Finance,Private Equity,10.45,21.0,4243.0
B,Finance,Private Equity,10.45,21.0,3561.0
B,Finance,Private Equity,10.45,21.0,1012.0
B,Finance,Private Equity,10.45,21.0,3211.0
B,Finance,Private Equity,10.45,21.0,162.0
B,Finance,Private Equity,10.45,21.0,2386.0
B,Finance,Private Equity,10.45,21.0,4484.0
B,Finance,Private Equity,10.45,21.0,2483.0
B,Finance,Private Equity,10.45,21.0,3428.0
B,Finance,Private Equity,10.45,21.0,4652.0
B,Finance,Private Equity,10.45,21.0,3486.0
B,Finance,Private Equity,10.45,21.0,2948.0
B,Finance,Private Equity,10.45,21.0,667.0
B,Finance,Private Equity,10.45,21.0,3320.0
B,Finance,Private Equity,10.45,21.0,1279.0
B,Finance,Private Equity,10.45,21.0,1679.0
B,Finance,Private Equity,10.45,21.0,456.0
B,Finance,Private Equity,10.45,21.0,3483.0
B,Finance,Private Equity,10.45,21.0,1031.0
B,Finance,Private Equity,10.45,21.0,4568.0
B,Finance,Private Equity,10.45,21.0,3170.0
B,Finance,Private Equity,10.45,21.0,1360.0
B,Finance,Private Equity,10.45,21.0,563.0
B,Finance,Private Equity,10.45,21.0,4401.0
B,Finance,Private Equity,10.45,21.0,3184.0
B,Finance,Private Equity,10.45,21.0,4246.0
B,Finance,Private Equity,10.45,21.0,3064.0
B,Finance,Private Equity,10.45,21.0,3953.0
B,Finance,Private Equity,10.45,21.0,44.0
B,Finance,Private Equity,10.45,21.0,4453.0
B,Finance,Private Equity,10.45,21.0,3426.0
B,Finance,Private Equity,10.45,21.0,3458.0
B,Finance,Private Equity,10.45,21.0,1131.0
B,Finance,Private Equity,10.45,21.0,298.0
B,Finance,Private Equity,10.45,21.0,3469.0
B,Finance,Private Equity,10.45,21.0,370.0
B,Finance,Private Equity,10.45,21.0,1211.0
B,Finance,Private Equity,10.45,21.0,1027.0
B,Finance,Private Equity,10.45,21.0,2818.0
B,Finance,Private Equity,10.45,21.0,4052.0
B,Finance,Private Equity,10.45,21.0,4094.0
B,Finance,Private Equity,10.45,21.0,4340.0
B,Finance,Private Equity,10.45,21.0,4865.0
B,Finance,Private Equity,10.45,21.0,3466.0
B,Finance,Private Equity,10.45,21.0,3858.0
B,Finance,M&A,15.89,15.0,207.0
B,Finance,M&A,15.89,15.0,4746.0
B,Finance,M&A,15.89,15.0,1841.0
B,Finance,M&A,15.89,15.0,1819.0
B,Finance,M&A,15.89,15.0,3173.0
B,Finance,M&A,15.89,15.0,3025.0
B,Finance,M&A,15.89,15.0,4575.0
B,Finance,M&A,15.89,15.0,1707.0
B,Finance,M&A,15.89,15.0,2270.0
B,Finance,M&A,15.89,15.0,378.0
B,Finance,M&A,15.89,15.0,4136.0
B,Finance,M&A,15.89,15.0,3443.0
B,Finance,M&A,15.89,15.0,2119.0
B,Finance,M&A,15.89,15.0,4367.0
B,Finance,M&A,15.89,15.0,4158.0
B,Finance,M&A,15.89,15.0,1035.0
B,Finance,M&A,15.89,15.0,2661.0
B,Finance,M&A,15.89,15.0,63.0
B,Finance,M&A,15.89,15.0,4493.0
B,Finance,M&A,15.89,15.0,2235.0
B,Finance,M&A,15.89,15.0,1072.0
B,Finance,M&A,15.89,15.0,987.0
B,Finance,M&A,15.89,15.0,3756.0
B,Finance,M&A,15.89,15.0,1897.0
B,Finance,M&A,15.89,15.0,4432.0
B,Finance,M&A,15.89,15.0,1920.0
B,Finance,M&A,15.89,15.0,1885.0
B,Finance,M&A,15.89,15.0,1905.0
B,Finance,M&A,15.89,15.0,4885.0
B,Finance,M&A,15.89,15.0,3611.0
B,Finance,M&A,15.89,15.0,1866.0
B,Finance,M&A,15.89,15.0,4063.0
B,Finance,M&A,15.89,15.0,178.0
B,Finance,M&A,15.89,15.0,3507.0
B,Finance,M&A,15.89,15.0,2149.0
B,Finance,M&A,15.89,15.0,2397.0
B,Finance,M&A,15.89,15.0,2397.0
B,Finance,M&A,15.89,15.0,4509.0
B,Finance,M&A,15.89,15.0,4434.0
B,Finance,M&A,15.89,15.0,3632.0
B,Finance,M&A,15.89,15.0,644.0
B,Finance,M&A,15.89,15.0,1599.0
B,Finance,M&A,15.89,15.0,590.0
B,Finance,M&A,15.89,15.0,4097.0
B,Finance,M&A,15.89,15.0,4315.0
B,Finance,M&A,15.89,15.0,3210.0
B,Finance,M&A,15.89,15.0,2027.0
B,Finance,M&A,15.89,15.0,2384.0
B,Finance,M&A,15.89,15.0,3708.0
B,Finance,M&A,15.89,15.0,1238.0
B,Finance,M&A,15.89,15.0,696.0
B,Finance,M&A,15.89,15.0,725.0
B,Finance,M&A,15.89,15.0,1892.0
B,Finance,M&A,15.89,15.0,4479.0
B,Finance,M&A,15.89,15.0,1751.0
B,Finance,M&A,15.89,15.0,3319.0
B,Finance,M&A,15.89,15.0,3358.0
B,Finance,M&A,15.89,15.0,1543.0
B,Finance,M&A,15.89,15.0,481.0
B,Finance,M&A,15.89,15.0,2379.0
B,Finance,M&A,15.89,15.0,4005.0
B,Finance,M&A,15.89,15.0,4118.0
B,Finance,M&A,15.89,15.0,3591.0
B,Finance,M&A,15.89,15.0,1983.0
B,Finance,M&A,15.89,15.0,4756.0
B,Finance,M&A,15.89,15.0,1906.0
B,Finance,M&A,15.89,15.0,3913.0
B,Finance,M&A,15.89,15.0,1603.0
B,Finance,M&A,15.89,15.0,2073.0
B,Finance,M&A,15.89,15.0,4313.0
B,Finance,M&A,15.89,15.0,1728.0
B,Finance,M&A,15.89,15.0,4411.0
B,Finance,M&A,15.89,15.0,2749.0
B,Finance,M&A,15.89,15.0,3554.0
B,Finance,M&A,15.89,15.0,1400.0
B,Finance,M&A,15.89,15.0,1307.0
B,Finance,M&A,15.89,15.0,2973.0
B,Finance,M&A,15.89,15.0,1701.0
B,Finance,M&A,15.89,15.0,2857.0
B,Finance,M&A,15.89,15.0,3930.0
B,Finance,M&A,15.89,15.0,2228.0
B,Finance,M&A,15.89,15.0,2670.0
B,Finance,M&A,15.89,15.0,4264.0
B,Finance,M&A,15.89,15.0,4942.0
B,Finance,M&A,15.89,15.0,1846.0
B,Finance,M&A,15.89,15.0,2384.0
B,Finance,M&A,15.89,15.0,4792.0
B,Finance,M&A,15.89,15.0,60.0
B,Finance,M&A,15.89,15.0,246.0
B,Finance,M&A,15.89,15.0,2476.0
B,Finance,M&A,15.89,15.0,4792.0
B,Finance,M&A,15.89,15.0,388.0
B,Finance,M&A,15.89,15.0,2498.0
B,Finance,M&A,15.89,15.0,4547.0
B,Finance,M&A,15.89,15.0,4731.0
B,Finance,M&A,15.89,15.0,4234.0
B,Finance,M&A,15.89,15.0,835.0
B,Finance,M&A,15.89,15.0,3039.0
B,Finance,M&A,15.89,15.0,4198.0
B,Finance,M&A,15.89,15.0,208.0
B,Finance,Investment Management,7.29,26.0,4724.0
B,Finance,Investment Management,7.29,26.0,424.0
B,Finance,Investment Management,7.29,26.0,2963.0
B,Finance,Investment Management,7.29,26.0,3274.0
B,Finance,Investment Management,7.29,26.0,4871.0
B,Finance,Investment Management,7.29,26.0,3673.0
B,Finance,Investment Management,7.29,26.0,2539.0
B,Finance,Investment Management,7.29,26.0,2497.0
B,Finance,Investment Management,7.29,26.0,3854.0
B,Finance,Investment Management,7.29,26.0,655.0
B,Finance,Investment Management,7.29,26.0,3972.0
B,Finance,Investment Management,7.29,26.0,2528.0
B,Finance,Investment Management,7.29,26.0,3508.0
B,Finance,Investment Management,7.29,26.0,4161.0
B,Finance,Investment Management,7.29,26.0,588.0
B,Finance,Investment Management,7.29,26.0,2352.0
B,Finance,Investment Management,7.29,26.0,4209.0
B,Finance,Investment Management,7.29,26.0,499.0
B,Finance,Investment Management,7.29,26.0,3195.0
B,Finance,Investment Management,7.29,26.0,2312.0
B,Finance,Investment Management,7.29,26.0,4884.0
B,Finance,Investment Management,7.29,26.0,2240.0
B,Finance,Investment Management,7.29,26.0,45.0
B,Finance,Investment Management,7.29,26.0,575.0
B,Finance,Investment Management,7.29,26.0,4426.0
B,Finance,Investment Management,7.29,26.0,3273.0
B,Finance,Investment Management,7.29,26.0,3826.0
B,Finance,Investment Management,7.29,26.0,2117.0
B,Finance,Investment Management,7.29,26.0,325.0
B,Finance,Investment Management,7.29,26.0,1018.0
B,Finance,Investment Management,7.29,26.0,4667.0
B,Finance,Investment Management,7.29,26.0,2358.0
B,Finance,Investment Management,7.29,26.0,3742.0
B,Finance,Investment Management,7.29,26.0,2998.0
B,Finance,Investment Management,7.29,26.0,4482.0
B,Finance,Investment Management,7.29,26.0,3514.0
B,Finance,Investment Management,7.29,26.0,2072.0
B,Finance,Investment Management,7.29,26.0,1300.0
B,Finance,Investment Management,7.29,26.0,1210.0
B,Finance,Investment Management,7.29,26.0,4964.0
B,Finance,Investment Management,7.29,26.0,4686.0
B,Finance,Investment Management,7.29,26.0,4178.0
B,Finance,Investment Management,7.29,26.0,4644.0
B,Finance,Investment Management,7.29,26.0,3888.0
B,Finance,Investment Management,7.29,26.0,1364.0
B,Finance,Investment Management,7.29,26.0,4987.0
B,Finance,Investment Management,7.29,26.0,141.0
B,Finance,Investment Management,7.29,26.0,4613.0
B,Finance,Investment Management,7.29,26.0,3843.0
B,Finance,Investment Management,7.29,26.0,3176.0
B,Finance,Investment Management,7.29,26.0,1113.0
B,Finance,Investment Management,7.29,26.0,4360.0
B,Finance,Investment Management,7.29,26.0,1361.0
B,Finance,Investment Management,7.29,26.0,2015.0
B,Finance,Investment Management,7.29,26.0,2696.0
B,Finance,Investment Management,7.29,26.0,4086.0
B,Finance,Investment Management,7.29,26.0,3567.0
B,Finance,Investment Management,7.29,26.0,1612.0
B,Finance,FinTech,13.7,37.0,4927.0
B,Finance,FinTech,13.7,37.0,1556.0
B,Finance,FinTech,13.7,37.0,1180.0
B,Finance,FinTech,13.7,37.0,4426.0
B,Finance,FinTech,13.7,37.0,1696.0
B,Finance,FinTech,13.7,37.0,3859.0
B,Finance,FinTech,13.7,37.0,3848.0
B,Finance,FinTech,13.7,37.0,3695.0
B,Finance,FinTech,13.7,37.0,4583.0
B,Finance,FinTech,13.7,37.0,4052.0
B,Finance,FinTech,13.7,37.0,3190.0
B,Finance,FinTech,13.7,37.0,2741.0
B,Finance,FinTech,13.7,37.0,4991.0
B,Finance,FinTech,13.7,37.0,709.0
B,Finance,FinTech,13.7,37.0,4702.0
B,Finance,FinTech,13.7,37.0,551.0
B,Finance,FinTech,13.7,37.0,2305.0
B,Finance,FinTech,13.7,37.0,728.0
B,Finance,FinTech,13.7,37.0,2184.0
C,Project Management,Product Owners,3.94,4.0,524.0
C,Project Management,Web Project Managers,36.9,20.0,1764.0
C,Project Management,Software Project Managers,50.81,71.0,4038.0
C,Project Management,Scrum Masters,7.4,31.0,786.0
C,Project Management,Software Consultants,27.31,29.0,748.0
C,Project Management,Funding Consultants,4.66,21.0,1813.0
C,Project Management,Software Project Managers,50.81,71.0,4219.0
C,Project Management,Software Project Managers,50.81,71.0,1122.0
C,Project Management,Agile Coaches,4.46,28.0,4828.0
C,Project Management,Business Analysts,11.57,31.0,2816.0
C,Project Management,Software Consultants,27.31,29.0,1528.0
C,Project Management,Software Project Managers,50.81,71.0,1068.0
C,Project Management,IT Product Managers,17.052727272727275,28.727272727272727,2781.0
C,Project Management,Business Analysts,11.57,31.0,1951.0
C,Project Management,Scrum Masters,7.4,31.0,4362.0
C,Project Management,Product Owners,3.94,4.0,4581.0
C,Project Management,Business Strategists,10.03,27.0,1141.0
C,Project Management,Scrum Masters,7.4,31.0,2702.0
C,Project Management,Web Project Managers,36.9,20.0,1677.0
C,Project Management,Funding Consultants,4.66,21.0,2859.0
C,Project Management,Software Consultants,27.31,29.0,1166.0
C,Project Management,IT Project Managers,9.02,32.0,1899.0
C,Project Management,Software Consultants,27.31,29.0,2227.0
C,Project Management,IT Product Managers,17.052727272727275,28.727272727272727,2166.0
C,Project Management,IT Product Managers,17.052727272727275,28.727272727272727,2615.0
C,Project Management,Business Strategists,10.03,27.0,2307.0
C,Project Management,IT Project Managers,9.02,32.0,2461.0
C,Project Management,Scrum Masters,7.4,31.0,454.0
C,Project Management,IT Project Managers,9.02,32.0,4243.0
C,Project Management,IT Product Managers,17.052727272727275,28.727272727272727,4966.0
C,Project Management,Digital Marketing Consultants,21.48,22.0,2078.0
C,Project Management,Business Analysts,11.57,31.0,311.0
C,Project Management,Web Project Managers,36.9,20.0,93.0
C,Project Management,Web Project Managers,36.9,20.0,2132.0
C,Project Management,Web Project Managers,36.9,20.0,1190.0
C,Project Management,Product Owners,3.94,4.0,120.0
C,Project Management,Digital Marketing Consultants,21.48,22.0,3124.0
C,Project Management,Funding Consultants,4.66,21.0,4196.0
C,Project Management,Agile Coaches,4.46,28.0,4555.0
C,Project Management,Software Consultants,27.31,29.0,2442.0
C,Project Management,Software Project Managers,50.81,71.0,26.0
C,Project Management,Digital Marketing Consultants,21.48,22.0,2571.0
C,Project Management,IT Project Managers,9.02,32.0,2131.0
C,Project Management,Agile Coaches,4.46,28.0,4373.0
C,Project Management,Business Analysts,11.57,31.0,2145.0
C,Project Management,Product Owners,3.94,4.0,4199.0
C,Project Management,Business Strategists,10.03,27.0,733.0
C,Project Management,Agile Coaches,4.46,28.0,3419.0
C,Project Management,IT Project Managers,9.02,32.0,4245.0
C,Project Management,Business Analysts,11.57,31.0,3783.0
C,Project Management,Funding Consultants,4.66,21.0,4688.0
C,Project Management,Agile Coaches,4.46,28.0,4666.0
C,Project Management,IT Project Managers,9.02,32.0,2834.0
C,Project Management,Business Strategists,10.03,27.0,31.0
C,Project Management,Scrum Masters,7.4,31.0,2832.0
C,Project Management,Web Project Managers,36.9,20.0,524.0
C,Project Management,Digital Marketing Consultants,21.48,22.0,1386.0
C,Project Management,Software Consultants,27.31,29.0,4017.0
C,Project Management,Scrum Masters,7.4,31.0,1086.0
C,Project Management,Digital Marketing Consultants,21.48,22.0,2839.0
C,Project Management,IT Product Managers,17.052727272727275,28.727272727272727,4356.0
C,Project Management,Business Strategists,10.03,27.0,4960.0
C,Project Management,Funding Consultants,4.66,21.0,3943.0
C,Project Management,Software Project Managers,50.81,71.0,4579.0
C,Project Management,Business Strategists,10.03,27.0,1135.0
C,Project Management,IT Product Managers,17.052727272727275,28.727272727272727,1470.0
C,Project Management,Business Analysts,11.57,31.0,3775.0
C,Project Management,Funding Consultants,4.66,21.0,3108.0
C,Project Management,Agile Coaches,4.46,28.0,4766.0
C,Project Management,Product Owners,3.94,4.0,559.0
