Competitor ID,Vertical Category,Primary Skill, Primary Skill Avg. Search Volume (12 mo),Primary Skill Avg. Search Volume (6 mo),Primary Skill Avg. Search Volume (3 mo),Primary Skill CPC/USD,Primary Skill PPC,Primary Skill Keyword Difficulty,Related Skill,Related Skill Avg. Search Volume (12 mo),Primary Skill Avg. Search Volume (6 mo),Related Skill Avg. Search Volume (3 mo),Related Skill CPC/USD,Related Skill PPC,Related Skill Keyword Difficulty,# of Jobs
A,Other,Project Managers,960.00,980.00,940.00,12.81,38.00,54.00,Trello Specialists,,,,,,,2778.00
A,Other,Project Managers,960.00,980.00,940.00,12.81,38.00,54.00,Project Management Professionals,180.00,180.00,190.00,8.75,49.00,58.00,4144.00
A,Other,Project Managers,960.00,980.00,940.00,12.81,38.00,54.00,Project Management Office (PMO) Freelancers,,,,,,,1601.00
A,Other,Project Managers,960.00,980.00,940.00,12.81,38.00,54.00,Management Skills Specialists,,,,,,,388.00
A,Other,Project Managers,960.00,980.00,940.00,12.81,38.00,54.00,Basecamp Specialists,,,,,,,1576.00
A,Other,Project Managers,960.00,980.00,940.00,12.81,38.00,54.00,Executive Assistants,130.00,130.00,130.00,6.78,25.00,30.00,595.00
A,Other,Project Managers,960.00,980.00,940.00,12.81,38.00,54.00,Asana Specialists,10.00,10.00,10.00,7.51,82.00,,4921.00
A,Other,Project Managers,960.00,980.00,940.00,12.81,38.00,54.00,Project Schedulers,2500.00,2400.00,2700.00,20.98,29.00,,2599.00
A,Other,Project Managers,960.00,980.00,940.00,12.81,38.00,54.00,Communication skills Freelancers,,,,,,,3962.00
A,Other,Project Managers,960.00,980.00,940.00,12.81,38.00,54.00,Product Managers,31100.00,32100.00,33100.00,8.81,33.00,43.00,2162.00
A,Other,Salesforce App Developers,210.00,190.00,180.00,34.74,33.00,,Visualforce Specialists,,,,,,,4833.00
A,Other,Salesforce App Developers,210.00,190.00,180.00,34.74,33.00,,Salesforce Sales Cloud Consultant,50.00,50.00,40.00,44.29,36.00,34.00,883.00
A,Other,Salesforce App Developers,210.00,190.00,180.00,34.74,33.00,,Salesforce Experts,100.00,110.00,100.00,69.67,38.00,28.00,1728.00
A,Other,Salesforce App Developers,210.00,190.00,180.00,34.74,33.00,,Microsoft Dynamics CRM Developers,40.00,30.00,40.00,88.82,25.00,,1441.00
A,Other,Salesforce App Developers,210.00,190.00,180.00,34.74,33.00,,CRM Developers,310.00,300.00,280.00,53.19,38.00,,2777.00
A,Other,Salesforce App Developers,210.00,190.00,180.00,34.74,33.00,,Salesforce Commerce Cloud Freelancers,,,,,,,1055.00
A,Other,Salesforce App Developers,210.00,190.00,180.00,34.74,33.00,,Salesforce Lightning Freelancers,,,,,,,1611.00
A,Other,Salesforce App Developers,210.00,190.00,180.00,34.74,33.00,,Desk.com Administrators,,,,,,,4466.00
A,Other,Salesforce App Developers,210.00,190.00,180.00,34.74,33.00,,ExactTarget Specialists,,,,,,,4317.00
A,Other,Salesforce App Developers,210.00,190.00,180.00,34.74,33.00,,DocuSign Specialists,,,,,,,2067.00
A,Other,Salesforce App Developers,210.00,190.00,180.00,34.74,33.00,,Zoho Creator Specialists,,,,,,,3328.00
A,Other,Salesforce App Developers,210.00,190.00,180.00,34.74,33.00,,Salesforce Apex Developers,,,,,,,4935.00
A,Other,SEO Experts,3600.00,3400.00,3600.00,40.45,23.00,52.00,Landing Page Specialists,,,,,,,4921.00
A,Other,SEO Experts,3600.00,3400.00,3600.00,40.45,23.00,52.00,Blog Writers,70.00,70.00,60.00,26.37,55.00,42.00,2968.00
A,Other,SEO Experts,3600.00,3400.00,3600.00,40.45,23.00,52.00,Copywriters,1200.00,1100.00,1100.00,7.59,23.00,35.00,3626.00
A,Other,SEO Experts,3600.00,3400.00,3600.00,40.45,23.00,52.00,Creative Writers,120.00,120.00,120.00,5.41,25.00,33.00,2803.00
A,Other,SEO Experts,3600.00,3400.00,3600.00,40.45,23.00,52.00,Internet Researchers,520.00,540.00,560.00,2.84,11.00,,4120.00
A,Other,SEO Experts,3600.00,3400.00,3600.00,40.45,23.00,52.00,Content Writers,870.00,850.00,830.00,29.26,50.00,46.00,4434.00
A,Other,SEO Experts,3600.00,3400.00,3600.00,40.45,23.00,52.00,SEO Keyword Researchers,,,,,,,1734.00
A,Other,SEO Experts,3600.00,3400.00,3600.00,40.45,23.00,52.00,Link Builders,330.00,340.00,320.00,6.39,18.00,24.00,2430.00
A,Other,SEO Experts,3600.00,3400.00,3600.00,40.45,23.00,52.00,Internet Marketers,90.00,90.00,90.00,23.63,14.00,37.00,2874.00
A,Other,SEO Experts,3600.00,3400.00,3600.00,40.45,23.00,52.00,Article Writers,200.00,190.00,220.00,8.31,28.00,35.00,3034.00
A,Other,SEO Experts,3600.00,3400.00,3600.00,40.45,23.00,52.00,SEO Writers,10.00,10.00,10.00,18.89,35.00,48.00,3402.00
A,Other,SEO Experts,3600.00,3400.00,3600.00,40.45,23.00,52.00,Writers,5700.00,5500.00,5800.00,2.40,5.00,55.00,2322.00
A,Other,Tableau Experts,10.00,10.00,10.00,48.86,82.00,16.00,Business Intelligence Developers,690.00,720.00,720.00,9.47,11.00,22.00,4915.00
A,Other,Tableau Experts,10.00,10.00,10.00,48.86,82.00,16.00,Excel Experts,500.00,530.00,510.00,30.39,59.00,30.00,3020.00
A,Other,Tableau Experts,10.00,10.00,10.00,48.86,82.00,16.00,QuickBooks Consultants,500.00,500.00,480.00,31.03,45.00,,2225.00
A,Other,Tableau Experts,10.00,10.00,10.00,48.86,82.00,16.00,Microsoft Power BI Specialists,,,,,,,1126.00
A,Other,Tableau Experts,10.00,10.00,10.00,48.86,82.00,16.00,R Developers & Programmers,,,,,,,962.00
A,Other,Tableau Experts,10.00,10.00,10.00,48.86,82.00,16.00,Data Analysts,85000.00,87700.00,90500.00,17.73,45.00,50.00,568.00
A,Other,Tableau Experts,10.00,10.00,10.00,48.86,82.00,16.00,Data Modeling Specialists,,,,,,,2731.00
A,Other,Tableau Experts,10.00,10.00,10.00,48.86,82.00,16.00,SQL Developers,50.00,40.00,40.00,5.41,2.00,37.00,3185.00
A,Other,Tableau Experts,10.00,10.00,10.00,48.86,82.00,16.00,Google Data Studio Specialists,,,,,,,4663.00
A,Other,Tableau Experts,10.00,10.00,10.00,48.86,82.00,16.00,SAS Specialists,10.00,10.00,10.00,,4.00,,3460.00
A,Other,Tableau Experts,10.00,10.00,10.00,48.86,82.00,16.00,BigQuery Developers,,,,,,,471.00
A,Other,Tableau Experts,10.00,10.00,10.00,48.86,82.00,16.00,Data Visualization Specialists,110.00,110.00,130.00,16.46,37.00,,1197.00
A,Other,Translators,9400.00,9300.00,9900.00,1.50,0.00,53.00,English Grammar Specialists,,,,,,,1602.00
A,Other,Translators,9400.00,9300.00,9900.00,1.50,0.00,53.00,English to Spanish Translators,1000.00,1000.00,1000.00,1.51,1.00,39.00,997.00
A,Other,Translators,9400.00,9300.00,9900.00,1.50,0.00,53.00,Grammar Freelancers,,,,,,,4098.00
A,Other,Translators,9400.00,9300.00,9900.00,1.50,0.00,53.00,Spanish Translators & Writers,,,,,,,3469.00
A,Other,Translators,9400.00,9300.00,9900.00,1.50,0.00,53.00,Editors,77000.00,71700.00,69500.00,1.58,13.00,59.00,1313.00
A,Other,Translators,9400.00,9300.00,9900.00,1.50,0.00,53.00,English to Arabic Translators,150000.00,155000.00,165000.00,1.72,2.00,,3417.00
A,Other,Translators,9400.00,9300.00,9900.00,1.50,0.00,53.00,English to German Translators,160.00,160.00,170.00,1.68,1.00,28.00,4260.00
A,Other,Translators,9400.00,9300.00,9900.00,1.50,0.00,53.00,English to Chinese Translators,301000.00,301000.00,301000.00,2.10,4.00,,4372.00
A,Other,Translators,9400.00,9300.00,9900.00,1.50,0.00,53.00,French Proofreading Freelancers,,,,,,,4100.00
A,Other,Translators,9400.00,9300.00,9900.00,1.50,0.00,53.00,English to Italian Translators,278000.00,291000.00,301000.00,1.71,1.00,,3672.00
A,Other,Translators,9400.00,9300.00,9900.00,1.50,0.00,53.00,English to French Translators,170.00,160.00,170.00,1.40,1.00,35.00,2877.00
A,Other,Translators,9400.00,9300.00,9900.00,1.50,0.00,53.00,German Specialists,30.00,40.00,40.00,1.43,4.00,,2866.00
A,Other,UI Designers,130.00,130.00,150.00,65.62,37.00,39.00,Mobile UI Designers,10.00,10.00,10.00,,29.00,,2125.00
A,Other,UI Designers,130.00,130.00,150.00,65.62,37.00,39.00,Interaction Designers,50.00,40.00,40.00,3.03,20.00,,285.00
A,Other,UI Designers,130.00,130.00,150.00,65.62,37.00,39.00,Prototype Freelancers,,,,,,,359.00
A,Other,UI Designers,130.00,130.00,150.00,65.62,37.00,39.00,InVision Specialists,,,,,,,1703.00
A,Other,UI Designers,130.00,130.00,150.00,65.62,37.00,39.00,Software Design Freelancers,,,,,,,4760.00
A,Other,UI Designers,130.00,130.00,150.00,65.62,37.00,39.00,UX Designers,550.00,560.00,580.00,12.09,40.00,50.00,99.00
A,Other,UI Designers,130.00,130.00,150.00,65.62,37.00,39.00,CSS3 Developers,10.00,10.00,10.00,,6.00,,1197.00
A,Other,UI Designers,130.00,130.00,150.00,65.62,37.00,39.00,Sketch App Specialists,,,,,,,2914.00
A,Other,UI Designers,130.00,130.00,150.00,65.62,37.00,39.00,Adobe XD Freelancers,,,,,,,575.00
A,Other,UI Designers,130.00,130.00,150.00,65.62,37.00,39.00,Responsive Web Designers,30.00,20.00,20.00,5.46,20.00,57.00,2509.00
A,Other,UI Designers,130.00,130.00,150.00,65.62,37.00,39.00,Mockup Freelancers,,,,,,,1185.00
A,Other,UI Designers,130.00,130.00,150.00,65.62,37.00,39.00,Figma Freelancers,,,,,,,4221.00
A,Other,UX Designers,550.00,560.00,580.00,12.09,40.00,50.00,InVision Specialists,,,,,,,2278.00
A,Other,UX Designers,550.00,560.00,580.00,12.09,40.00,50.00,Prototype Freelancers,,,,,,,2967.00
A,Other,UX Designers,550.00,560.00,580.00,12.09,40.00,50.00,Website Wireframing Specialists,,,,,,,1632.00
A,Other,UX Designers,550.00,560.00,580.00,12.09,40.00,50.00,Responsive Web Designers,30.00,20.00,20.00,5.46,20.00,57.00,730.00
A,Other,UX Designers,550.00,560.00,580.00,12.09,40.00,50.00,Mobile UI Designers,10.00,10.00,10.00,,29.00,,2822.00
A,Other,UX Designers,550.00,560.00,580.00,12.09,40.00,50.00,UI Designers,130.00,130.00,150.00,65.62,37.00,39.00,3123.00
A,Other,UX Designers,550.00,560.00,580.00,12.09,40.00,50.00,Software Design Freelancers,,,,,,,2804.00
A,Other,UX Designers,550.00,560.00,580.00,12.09,40.00,50.00,RethinkDB Specialists,,,,,,,1801.00
A,Other,UX Designers,550.00,560.00,580.00,12.09,40.00,50.00,Adobe XD Freelancers,,,,,,,3695.00
A,Other,UX Designers,550.00,560.00,580.00,12.09,40.00,50.00,Figma Freelancers,,,,,,,2823.00
A,Other,UX Designers,550.00,560.00,580.00,12.09,40.00,50.00,Zeplin Freelancers,,,,,,,4982.00
A,Other,UX Designers,550.00,560.00,580.00,12.09,40.00,50.00,Interaction Designers,50.00,40.00,40.00,3.03,20.00,,4429.00
A,Other,Web Designers,10700.00,10900.00,10200.00,22.33,36.00,50.00,Illustrators,2000.00,1900.00,2000.00,6.76,13.00,44.00,2296.00
A,Other,Web Designers,10700.00,10900.00,10200.00,22.33,36.00,50.00,Mockup Freelancers,,,,,,,139.00
A,Other,Web Designers,10700.00,10900.00,10200.00,22.33,36.00,50.00,HTML Developers,200.00,190.00,190.00,9.90,31.00,31.00,1423.00
A,Other,Web Designers,10700.00,10900.00,10200.00,22.33,36.00,50.00,Print Designers,40.00,40.00,40.00,2.82,29.00,27.00,1306.00
A,Other,Web Designers,10700.00,10900.00,10200.00,22.33,36.00,50.00,Graphic Designers,41100.00,39100.00,37700.00,9.22,31.00,38.00,2464.00
A,Other,Web Designers,10700.00,10900.00,10200.00,22.33,36.00,50.00,Logo Designers,2400.00,2200.00,2100.00,9.49,100.00,48.00,33.00
A,Other,Web Designers,10700.00,10900.00,10200.00,22.33,36.00,50.00,PHP Developers,160.00,160.00,180.00,165.30,26.00,41.00,2722.00
A,Other,Web Designers,10700.00,10900.00,10200.00,22.33,36.00,50.00,WordPress Developers,4300.00,5400.00,6300.00,46.47,32.00,60.00,4802.00
A,Other,Web Designers,10700.00,10900.00,10200.00,22.33,36.00,50.00,Photo Editors,6500.00,6200.00,6600.00,3.06,42.00,72.00,1856.00
A,Other,Web Designers,10700.00,10900.00,10200.00,22.33,36.00,50.00,JavaScript Developers,730.00,690.00,720.00,53.18,35.00,38.00,4939.00
A,Other,Web Designers,10700.00,10900.00,10200.00,22.33,36.00,50.00,HTML5 Developers,70.00,60.00,70.00,,17.00,41.00,2188.00
A,Other,Web Designers,10700.00,10900.00,10200.00,22.33,36.00,50.00,CSS Developers,90.00,90.00,80.00,29.91,33.00,,1864.00
B,Finance,Venture Capital,56800.00,56800.00,60500.00,9.24,30.00,54.00,Venture Capital,56800.00,56800.00,60500.00,9.24,30.00,54.00,1256.00
B,Finance,Venture Capital,56800.00,56800.00,60500.00,9.24,30.00,54.00,New Venture Development,20.00,20.00,30.00,,2.00,43.00,1395.00
B,Finance,Venture Capital,56800.00,56800.00,60500.00,9.24,30.00,54.00,Bootstrap,127000.00,122000.00,126000.00,0.75,12.00,84.00,883.00
B,Finance,Venture Capital,56800.00,56800.00,60500.00,9.24,30.00,54.00,Angel Investing,34500.00,31100.00,31100.00,13.16,47.00,46.00,3820.00
B,Finance,Venture Capital,56800.00,56800.00,60500.00,9.24,30.00,54.00,Digital Innovation,990.00,980.00,1000.00,6.83,38.00,30.00,4548.00
B,Finance,Venture Capital,56800.00,56800.00,60500.00,9.24,30.00,54.00,Early-stage Startups,440.00,430.00,450.00,12.62,17.00,35.00,1000.00
B,Finance,Venture Capital,56800.00,56800.00,60500.00,9.24,30.00,54.00,Venture Financing,370.00,380.00,390.00,15.20,21.00,46.00,257.00
B,Finance,Venture Capital,56800.00,56800.00,60500.00,9.24,30.00,54.00,Entrepreneurial Finance,510.00,520.00,560.00,4.93,79.00,18.00,962.00
B,Finance,Venture Capital,56800.00,56800.00,60500.00,9.24,30.00,54.00,Entrepreneurship,359000.00,334000.00,323000.00,4.61,5.00,64.00,3631.00
B,Finance,Venture Capital,56800.00,56800.00,60500.00,9.24,30.00,54.00,Innovation,217000.00,204000.00,204000.00,3.76,2.00,54.00,1765.00
B,Finance,Venture Capital,56800.00,56800.00,60500.00,9.24,30.00,54.00,SWOT analysis,139000.00,137000.00,146000.00,2.01,5.00,63.00,3549.00
B,Finance,Venture Capital,56800.00,56800.00,60500.00,9.24,30.00,54.00,Innovation Consulting,880.00,820.00,770.00,12.66,35.00,35.00,2077.00
B,Finance,Venture Capital,56800.00,56800.00,60500.00,9.24,30.00,54.00,Real options,1100.00,1100.00,1300.00,0.78,2.00,42.00,28.00
B,Finance,Venture Capital,56800.00,56800.00,60500.00,9.24,30.00,54.00,Product Launch,2100.00,1900.00,1900.00,12.57,15.00,43.00,1253.00
B,Finance,Venture Capital,56800.00,56800.00,60500.00,9.24,30.00,54.00,Crowdfunding,35000.00,32100.00,31100.00,11.09,52.00,66.00,243.00
B,Finance,Venture Capital,56800.00,56800.00,60500.00,9.24,30.00,54.00,Business Model Innovation,660.00,630.00,670.00,9.41,13.00,41.00,1501.00
B,Finance,Venture Capital,56800.00,56800.00,60500.00,9.24,30.00,54.00,Startup Development,40.00,40.00,40.00,15.26,13.00,26.00,4799.00
B,Finance,Venture Capital,56800.00,56800.00,60500.00,9.24,30.00,54.00,Term Sheets,5300.00,5000.00,5000.00,7.95,8.00,37.00,2281.00
B,Finance,Venture Capital,56800.00,56800.00,60500.00,9.24,30.00,54.00,Start-up Ventures,40.00,40.00,40.00,7.37,19.00,,211.00
B,Finance,Venture Capital,56800.00,56800.00,60500.00,9.24,30.00,54.00,Customer Acquisition,3300.00,3300.00,3600.00,15.25,14.00,40.00,3335.00
B,Finance,Venture Capital,56800.00,56800.00,60500.00,9.24,30.00,54.00,Funding,7400.00,7000.00,7000.00,7.01,14.00,61.00,4937.00
B,Finance,Venture Capital,56800.00,56800.00,60500.00,9.24,30.00,54.00,Product Planning,5700.00,5200.00,5400.00,32.68,31.00,34.00,4181.00
B,Finance,Venture Capital,56800.00,56800.00,60500.00,9.24,30.00,54.00,Investor Pitch Deck,840.00,820.00,820.00,10.24,51.00,51.00,1571.00
B,Finance,Venture Capital,56800.00,56800.00,60500.00,9.24,30.00,54.00,Capital Raising,2000.00,1800.00,1800.00,15.28,35.00,31.00,1193.00
B,Finance,Venture Capital,56800.00,56800.00,60500.00,9.24,30.00,54.00,Business Innovation,1200.00,1200.00,1400.00,17.34,21.00,47.00,2905.00
B,Finance,Venture Capital,56800.00,56800.00,60500.00,9.24,30.00,54.00,Seed Round,990.00,1000.00,1000.00,3.52,18.00,36.00,3189.00
B,Finance,Venture Capital,56800.00,56800.00,60500.00,9.24,30.00,54.00,Funding strategy,130.00,140.00,180.00,4.81,6.00,41.00,2464.00
B,Finance,Venture Capital,56800.00,56800.00,60500.00,9.24,30.00,54.00,Early Stage Companies,170.00,160.00,160.00,25.20,16.00,32.00,659.00
B,Finance,Venture Capital,56800.00,56800.00,60500.00,9.24,30.00,54.00,Innovation Development,180.00,170.00,170.00,6.03,6.00,30.00,2131.00
B,Finance,Venture Capital,56800.00,56800.00,60500.00,9.24,30.00,54.00,Social Entrepreneurship,9300.00,8100.00,8200.00,8.90,13.00,54.00,4452.00
B,Finance,Venture Capital,56800.00,56800.00,60500.00,9.24,30.00,54.00,Technology Transfer,1200.00,1200.00,1300.00,7.21,6.00,38.00,3364.00
B,Finance,Venture Capital,56800.00,56800.00,60500.00,9.24,30.00,54.00,Venture Development,110.00,90.00,100.00,,4.00,21.00,1838.00
B,Finance,Venture Capital,56800.00,56800.00,60500.00,9.24,30.00,54.00,Crowdsourcing,19400.00,17800.00,18300.00,6.58,9.00,45.00,3677.00
B,Finance,Venture Capital,56800.00,56800.00,60500.00,9.24,30.00,54.00,Corporate Venture Capital,660.00,650.00,670.00,30.93,20.00,53.00,396.00
B,Finance,Venture Capital,56800.00,56800.00,60500.00,9.24,30.00,54.00,Business plan,47200.00,46500.00,49500.00,6.87,75.00,75.00,2090.00
B,Finance,Venture Capital,56800.00,56800.00,60500.00,9.24,30.00,54.00,ESOP/ VSOP,10.00,10.00,10.00,,5.00,,4800.00
B,Finance,Venture Capital,56800.00,56800.00,60500.00,9.24,30.00,54.00,New Ventures,1700.00,1700.00,1700.00,1.64,1.00,29.00,4241.00
B,Finance,Venture Capital,56800.00,56800.00,60500.00,9.24,30.00,54.00,Start-up,186000.00,119000.00,90500.00,5.16,4.00,53.00,442.00
B,Finance,Venture Capital,56800.00,56800.00,60500.00,9.24,30.00,54.00,Start-ups Management,,,,,,,3833.00
B,Finance,Venture Capital,56800.00,56800.00,60500.00,9.24,30.00,54.00,Term Sheet,5300.00,5000.00,5000.00,7.95,8.00,44.00,2392.00
B,Finance,Venture Capital,56800.00,56800.00,60500.00,9.24,30.00,54.00,Start-up Consulting,90.00,70.00,50.00,8.28,43.00,26.00,2430.00
B,Finance,Venture Capital,56800.00,56800.00,60500.00,9.24,30.00,54.00,Series A,969000.00,798000.00,1010000.00,8.54,0.00,56.00,1110.00
B,Finance,Strategy,115000.00,111000.00,111000.00,3.60,2.00,51.00,Strategic Analysis,1300.00,1200.00,1400.00,7.62,4.00,34.00,3324.00
B,Finance,Strategy,115000.00,111000.00,111000.00,3.60,2.00,51.00,Strategic Planning for Growth,130.00,130.00,140.00,6.91,31.00,23.00,1968.00
B,Finance,Strategy,115000.00,111000.00,111000.00,3.60,2.00,51.00,Operational Risk,3400.00,3500.00,3300.00,8.41,10.00,36.00,4113.00
B,Finance,Strategy,115000.00,111000.00,111000.00,3.60,2.00,51.00,Strategy Implementation,1800.00,1800.00,1900.00,5.12,3.00,41.00,2202.00
B,Finance,Strategy,115000.00,111000.00,111000.00,3.60,2.00,51.00,Sales Operations,2300.00,2300.00,2200.00,9.59,10.00,36.00,361.00
B,Finance,Strategy,115000.00,111000.00,111000.00,3.60,2.00,51.00,International Market Entry,20.00,10.00,20.00,,0.00,,865.00
B,Finance,Strategy,115000.00,111000.00,111000.00,3.60,2.00,51.00,Market Analysis,8400.00,8200.00,9300.00,11.59,25.00,57.00,3609.00
B,Finance,Strategy,115000.00,111000.00,111000.00,3.60,2.00,51.00,Vendor Management,3600.00,3600.00,3600.00,16.07,34.00,43.00,363.00
B,Finance,Strategy,115000.00,111000.00,111000.00,3.60,2.00,51.00,New Business Development,380.00,390.00,390.00,7.03,9.00,29.00,3835.00
B,Finance,Strategy,115000.00,111000.00,111000.00,3.60,2.00,51.00,Value Stream Mapping,17000.00,15900.00,15900.00,4.88,18.00,51.00,3943.00
B,Finance,Strategy,115000.00,111000.00,111000.00,3.60,2.00,51.00,Strategy Development,1600.00,1500.00,1600.00,5.09,12.00,41.00,178.00
B,Finance,Strategy,115000.00,111000.00,111000.00,3.60,2.00,51.00,Operational Efficiency,2000.00,2000.00,1900.00,10.90,9.00,41.00,4692.00
B,Finance,Strategy,115000.00,111000.00,111000.00,3.60,2.00,51.00,Digital Strategy,2100.00,1900.00,1900.00,22.28,28.00,43.00,2692.00
B,Finance,Strategy,115000.00,111000.00,111000.00,3.60,2.00,51.00,Operations Management,30100.00,30100.00,29100.00,4.02,12.00,39.00,1425.00
B,Finance,Strategy,115000.00,111000.00,111000.00,3.60,2.00,51.00,Demand Forecasting,1700.00,1600.00,1800.00,24.00,30.00,34.00,4479.00
B,Finance,Strategy,115000.00,111000.00,111000.00,3.60,2.00,51.00,Performance Metrics,2400.00,2300.00,2400.00,7.09,4.00,28.00,1142.00
B,Finance,Strategy,115000.00,111000.00,111000.00,3.60,2.00,51.00,Global Strategy,1700.00,1700.00,2100.00,31.76,7.00,38.00,4863.00
B,Finance,Strategy,115000.00,111000.00,111000.00,3.60,2.00,51.00,Project Engineering,380.00,380.00,360.00,2.51,31.00,44.00,336.00
B,Finance,Strategy,115000.00,111000.00,111000.00,3.60,2.00,51.00,International Business,11800.00,10700.00,11300.00,9.46,8.00,48.00,1546.00
B,Finance,Strategy,115000.00,111000.00,111000.00,3.60,2.00,51.00,Sales Strategy,3300.00,3200.00,3600.00,15.58,27.00,45.00,2214.00
B,Finance,Strategy,115000.00,111000.00,111000.00,3.60,2.00,51.00,Strategic Business Initiatives,20.00,20.00,20.00,5.79,25.00,27.00,3018.00
B,Finance,Strategy,115000.00,111000.00,111000.00,3.60,2.00,51.00,Management Consulting,14900.00,16000.00,15900.00,12.37,20.00,50.00,4330.00
B,Finance,Strategy,115000.00,111000.00,111000.00,3.60,2.00,51.00,Innovation Management,1600.00,1600.00,1700.00,10.52,21.00,35.00,627.00
B,Finance,Strategy,115000.00,111000.00,111000.00,3.60,2.00,51.00,Performance Measurement,2400.00,2300.00,2500.00,19.72,4.00,27.00,2460.00
B,Finance,Strategy,115000.00,111000.00,111000.00,3.60,2.00,51.00,Project Implementation,710.00,690.00,670.00,2.47,5.00,22.00,2384.00
B,Finance,Strategy,115000.00,111000.00,111000.00,3.60,2.00,51.00,IT Strategy,870.00,860.00,960.00,9.30,29.00,37.00,3374.00
B,Finance,Strategy,115000.00,111000.00,111000.00,3.60,2.00,51.00,Marketing,100000.00,100000.00,97000.00,9.46,18.00,64.00,3720.00
B,Finance,Strategy,115000.00,111000.00,111000.00,3.60,2.00,51.00,Integration Planning,460.00,450.00,450.00,10.63,10.00,15.00,1367.00
B,Finance,Strategy,115000.00,111000.00,111000.00,3.60,2.00,51.00,Project Coordination,390.00,400.00,390.00,2.53,11.00,30.00,2734.00
B,Finance,Strategy,115000.00,111000.00,111000.00,3.60,2.00,51.00,Strategic Insights,550.00,530.00,520.00,4.56,6.00,17.00,2492.00
B,Finance,Strategy,115000.00,111000.00,111000.00,3.60,2.00,51.00,Operations Research,6900.00,7100.00,7600.00,5.40,1.00,56.00,2296.00
B,Finance,Strategy,115000.00,111000.00,111000.00,3.60,2.00,51.00,Feasibility Studies,1100.00,1000.00,1000.00,3.06,8.00,36.00,666.00
B,Finance,Strategy,115000.00,111000.00,111000.00,3.60,2.00,51.00,Pivot Tables,48100.00,46500.00,46500.00,1.72,3.00,39.00,2329.00
B,Finance,Strategy,115000.00,111000.00,111000.00,3.60,2.00,51.00,Strategic Partnerships,3800.00,3400.00,3300.00,2.39,5.00,25.00,2515.00
B,Finance,Strategy,115000.00,111000.00,111000.00,3.60,2.00,51.00,Turnarounds,400.00,360.00,340.00,5.49,0.00,,1938.00
B,Finance,Strategy,115000.00,111000.00,111000.00,3.60,2.00,51.00,Performance Appraisal,6200.00,6100.00,7600.00,11.36,24.00,44.00,1150.00
B,Finance,Strategy,115000.00,111000.00,111000.00,3.60,2.00,51.00,Tableau,198000.00,195000.00,201000.00,3.38,21.00,78.00,2207.00
B,Finance,Strategy,115000.00,111000.00,111000.00,3.60,2.00,51.00,Market Sizing,3000.00,3000.00,3300.00,7.86,6.00,27.00,4755.00
B,Finance,Strategy,115000.00,111000.00,111000.00,3.60,2.00,51.00,IT-Strategie,10.00,10.00,10.00,,0.00,,1912.00
B,Finance,Strategy,115000.00,111000.00,111000.00,3.60,2.00,51.00,Project Portfolio Management,1800.00,1700.00,1700.00,26.83,35.00,46.00,679.00
B,Finance,Strategy,115000.00,111000.00,111000.00,3.60,2.00,51.00,Strategic Consulting,1000.00,1000.00,1000.00,15.42,24.00,37.00,4243.00
B,Finance,Strategy,115000.00,111000.00,111000.00,3.60,2.00,51.00,Market Assessments,470.00,460.00,450.00,17.52,13.00,,1807.00
B,Finance,Strategy,115000.00,111000.00,111000.00,3.60,2.00,51.00,Growth Strategies,2100.00,2100.00,2400.00,9.62,13.00,37.00,605.00
B,Finance,Strategy,115000.00,111000.00,111000.00,3.60,2.00,51.00,International Business Development,130.00,130.00,130.00,2.09,13.00,25.00,4860.00
B,Finance,Strategy,115000.00,111000.00,111000.00,3.60,2.00,51.00,Sensitivity Analysis,11400.00,11600.00,13900.00,3.58,0.00,39.00,934.00
B,Finance,Strategy,115000.00,111000.00,111000.00,3.60,2.00,51.00,Performance Improvement,1700.00,1600.00,1700.00,2.64,5.00,34.00,2351.00
B,Finance,Strategy,115000.00,111000.00,111000.00,3.60,2.00,51.00,Market Intelligence,2400.00,2100.00,1800.00,16.07,32.00,44.00,4103.00
B,Finance,Strategy,115000.00,111000.00,111000.00,3.60,2.00,51.00,Digital Transformation,13200.00,12600.00,12200.00,28.25,49.00,69.00,115.00
B,Finance,Strategy,115000.00,111000.00,111000.00,3.60,2.00,51.00,Strategic Data Analysis,10.00,10.00,10.00,,59.00,,3875.00
B,Finance,Strategy,115000.00,111000.00,111000.00,3.60,2.00,51.00,Operational Risk Management,1600.00,1500.00,1400.00,11.72,23.00,38.00,4699.00
B,Finance,Strategy,115000.00,111000.00,111000.00,3.60,2.00,51.00,Pricing Strategy,8200.00,7500.00,9300.00,5.19,14.00,50.00,3453.00
B,Finance,Strategy,115000.00,111000.00,111000.00,3.60,2.00,51.00,Strategy Consulting,4200.00,4200.00,4400.00,15.42,24.00,41.00,4935.00
B,Finance,Strategy,115000.00,111000.00,111000.00,3.60,2.00,51.00,Transformation,82100.00,72200.00,79500.00,1.65,1.00,47.00,1772.00
B,Finance,Strategy,115000.00,111000.00,111000.00,3.60,2.00,51.00,Strategic Advisory,160.00,160.00,160.00,12.82,23.00,23.00,946.00
B,Finance,Strategy,115000.00,111000.00,111000.00,3.60,2.00,51.00,Operational Excellence,5700.00,5400.00,5400.00,6.69,18.00,29.00,1186.00
