Competitor_ID,Vertical_Category,Primary_Skill,Primary_Skill_CPC_USD,Primary_Skill_PPC,Related_Skill,Related_Skill_CPC_USD,Related_Skill_PPC,#_of_Jobs
B,Finance,M&A,15.89,15.0,Investor Presentations,5.79,41.0,1841.0
B,Finance,M&A,15.89,15.0,Revenue & Profit Growth,16.825136612021858,16.825136612021858,1819.0
B,Finance,M&A,15.89,15.0,Licensing,3.28,2.0,3173.0
B,Finance,M&A,15.89,15.0,Screening,2.41,4.0,3025.0
B,Finance,M&A,15.89,15.0,Financial Strategy,8.32,18.0,4575.0
B,Finance,M&A,15.89,15.0,Scenario Analysis,9.3,5.0,1707.0
B,Finance,M&A,15.89,15.0,Strategic Negotiations,2.65,14.0,2270.0
B,Finance,M&A,15.89,15.0,M&A execution,16.825136612021858,34.0,378.0
B,Finance,M&A,15.89,15.0,Revenue Forecasting,22.04,33.0,4136.0
B,Finance,M&A,15.89,15.0,Financial Modeling,12.2,28.0,3443.0
B,Finance,M&A,15.89,15.0,Pre-IPO,15.31,50.0,2119.0
B,Finance,M&A,15.89,15.0,M&A Negotiations,6.04,44.0,4367.0
B,Finance,M&A,15.89,15.0,International Financial Reporting Standards (IFRS),16.825136612021858,8.0,4158.0
B,Finance,M&A,15.89,15.0,Leveraged Finance,3.33,1.0,1035.0
B,Finance,M&A,15.89,15.0,International Negotiations,0.25,1.0,2661.0
B,Finance,M&A,15.89,15.0,M&A experience,4.51,15.0,63.0
B,Finance,M&A,15.89,15.0,Project Management Office (PMO),26.31,13.0,4493.0
B,Finance,M&A,15.89,15.0,P&L Management,9.24,8.0,2235.0
B,Finance,M&A,15.89,15.0,Restructuring,2.64,0.0,1072.0
B,Finance,M&A,15.89,15.0,Financial Forecasting,11.39,25.0,987.0
B,Finance,M&A,15.89,15.0,Transaction Advisory Services,9.24,34.0,3756.0
B,Finance,M&A,15.89,15.0,Valuation Modeling,4.0,7.0,1897.0
B,Finance,M&A,15.89,15.0,Managerial Finance,13.28,8.0,4432.0
B,Finance,M&A,15.89,15.0,Team Management,4.82,14.0,1920.0
B,Finance,M&A,15.89,15.0,M&A due diligence,20.6,40.0,1885.0
B,Finance,M&A,15.89,15.0,SEC Reporting,5.54,7.0,1905.0
B,Finance,M&A,15.89,15.0,Negotiations,3.52,1.0,4885.0
B,Finance,M&A,15.89,15.0,Project Finance,6.97,18.0,3611.0
B,Finance,M&A,15.89,15.0,Revenue Recognition,11.82,13.0,1866.0
B,Finance,M&A,15.89,15.0,Strategic M&A,18.23,27.0,4063.0
B,Finance,M&A,15.89,15.0,Spin-offs,0.57,1.0,178.0
B,Finance,M&A,15.89,15.0,Transaction Management,10.78,6.0,3507.0
B,Finance,M&A,15.89,15.0,Mergermarket,9.48,1.0,2149.0
B,Finance,M&A,15.89,15.0,Strategic Alliances,3.19,3.0,2397.0
B,Finance,M&A,15.89,15.0,Financial Statements,8.18,20.0,2397.0
B,Finance,M&A,15.89,15.0,Negotiation,3.52,1.0,4509.0
B,Finance,M&A,15.89,15.0,Telecommunications,19.86,10.0,4434.0
B,Finance,M&A,15.89,15.0,International Joint Ventures,1.48,7.0,3632.0
B,Finance,M&A,15.89,15.0,Investment Banking,11.96,10.0,644.0
B,Finance,M&A,15.89,15.0,P&L Forecasting,16.825136612021858,10.0,1599.0
B,Finance,M&A,15.89,15.0,Vendor Due Diligence,31.88,31.0,590.0
B,Finance,M&A,15.89,15.0,Financial Structuring,7.75,4.0,4097.0
B,Finance,M&A,15.89,15.0,Investor Reporting,8.34,24.0,4315.0
B,Finance,M&A,15.89,15.0,Financial Transactions,6.49,29.0,3210.0
B,Finance,M&A,15.89,15.0,Joint Ventures,4.97,4.0,2027.0
B,Finance,M&A,15.89,15.0,Revenue Management,10.09,19.0,2384.0
B,Finance,M&A,15.89,15.0,Planning Budgeting & Forecasting,16.825136612021858,75.0,3708.0
B,Finance,M&A,15.89,15.0,Structuring,1.45,0.0,1238.0
B,Finance,M&A,15.89,15.0,Financial Technology,13.32,32.0,696.0
B,Finance,M&A,15.89,15.0,Options,3.04,9.0,725.0
B,Finance,M&A,15.89,15.0,Carve-Outs,16.825136612021858,1.0,1892.0
B,Finance,M&A,15.89,15.0,M&A support,37.42,27.0,4479.0
B,Finance,M&A,15.89,15.0,PMO,16.75,4.0,1751.0
B,Finance,M&A,15.89,15.0,Financial Controlling,8.02,12.0,3319.0
B,Finance,M&A,15.89,15.0,VBA,3.35,1.0,3358.0
B,Finance,M&A,15.89,15.0,Valuation,5.14,2.0,1543.0
B,Finance,M&A,15.89,15.0,Mergers,7.49,6.0,481.0
B,Finance,M&A,15.89,15.0,Licensing Agreements,18.04,25.0,2379.0
B,Finance,M&A,15.89,15.0,Transaction Origination,16.825136612021858,14.0,4005.0
B,Finance,M&A,15.89,15.0,Financial Statement Analysis,4.51,40.0,4118.0
B,Finance,M&A,15.89,15.0,Investment Valuation,2.18,76.0,3591.0
B,Finance,M&A,15.89,15.0,Revenue Analysis,16.825136612021858,1.0,1983.0
B,Finance,M&A,15.89,15.0,New Business Opportunities,4.65,33.0,4756.0
B,Finance,M&A,15.89,15.0,Scenario planning,13.4,26.0,1906.0
B,Finance,M&A,15.89,15.0,Fundraising,10.64,46.0,3913.0
B,Finance,M&A,15.89,15.0,Financial Planning & Analysis,2.67,29.0,1603.0
B,Finance,M&A,15.89,15.0,Real Estate Transactions,1.6,16.0,2073.0
B,Finance,M&A,15.89,15.0,SEC Financial Reporting,7.04,12.0,4313.0
B,Finance,M&A,15.89,15.0,Value Creation,2.27,2.0,1728.0
B,Finance,M&A,15.89,15.0,Financial Planning,13.5,52.0,4411.0
B,Finance,M&A,15.89,15.0,Financial Reporting,16.85,21.0,2749.0
B,Finance,M&A,15.89,15.0,Financial Systems,12.88,9.0,3554.0
B,Finance,M&A,15.89,15.0,Strategic Planning,6.26,23.0,1400.0
B,Finance,M&A,15.89,15.0,Post-Merger Integration,20.78,37.0,1307.0
B,Finance,M&A,15.89,15.0,Integration,3.05,1.0,2973.0
B,Finance,M&A,15.89,15.0,Succession Planning,6.43,27.0,1701.0
B,Finance,M&A,15.89,15.0,Revenue Cycle,8.89,35.0,2857.0
B,Finance,M&A,15.89,15.0,IFRS,3.73,1.0,3930.0
B,Finance,M&A,15.89,15.0,PMI,1.72,26.0,2228.0
B,Finance,M&A,15.89,15.0,Post Merger Integration,20.78,37.0,2670.0
B,Finance,M&A,15.89,15.0,P&L Analysis,16.88,12.0,4264.0
B,Finance,M&A,15.89,15.0,Strategic Financial Planning,8.08,15.0,4942.0
B,Finance,M&A,15.89,15.0,Pitch Books,5.48,20.0,1846.0
B,Finance,M&A,15.89,15.0,IP,1.38,1.0,2384.0
B,Finance,M&A,15.89,15.0,Financial Planning and Analysis,6.13,51.0,4792.0
B,Finance,M&A,15.89,15.0,IPO,3.3,11.0,60.0
B,Finance,M&A,15.89,15.0,Financial Projection,16.27,38.0,246.0
B,Finance,M&A,15.89,15.0,Financial Risk Management,7.8,29.0,2476.0
B,Finance,M&A,15.89,15.0,International M&A,26.31,26.0,4792.0
B,Finance,M&A,15.89,15.0,Industry Analysis,8.69,11.0,388.0
B,Finance,M&A,15.89,15.0,M&A analysis,5.99,32.0,2498.0
B,Finance,M&A,15.89,15.0,SEC filings,8.09,9.0,4547.0
B,Finance,M&A,15.89,15.0,Transaction services,6.27,10.0,4731.0
B,Finance,M&A,15.89,15.0,M&A Modeling,9.79,16.0,4234.0
B,Finance,M&A,15.89,15.0,S&P Capital IQ,5.96,8.0,835.0
B,Finance,M&A,15.89,15.0,Project Planning,10.58,79.0,3039.0
B,Finance,M&A,15.89,15.0,Financial Due Diligence,10.5,15.0,4198.0
B,Finance,M&A,15.89,15.0,Special Situations,0.88,6.0,208.0
B,Finance,Investment Management,7.29,26.0,Investment Policy Statement (IPS),16.825136612021858,3.0,4724.0
B,Finance,Investment Management,7.29,26.0,Quantitative Finance,7.11,15.0,424.0
B,Finance,Investment Management,7.29,26.0,Hedging,0.79,55.0,2963.0
B,Finance,Investment Management,7.29,26.0,Impact Investing,15.98,36.0,3274.0
B,Finance,Investment Management,7.29,26.0,Equity Derivatives,16.825136612021858,2.0,4871.0
B,Finance,Investment Management,7.29,26.0,Asset Management,21.45,29.0,3673.0
B,Finance,Investment Management,7.29,26.0,ESG,8.72,31.0,2539.0
B,Finance,Investment Management,7.29,26.0,Bottom-up analysis,16.825136612021858,0.0,2497.0
B,Finance,Investment Management,7.29,26.0,Equity Research,30.87,19.0,3854.0
B,Finance,Investment Management,7.29,26.0,Credit Rating,10.21,32.0,655.0
B,Finance,Investment Management,7.29,26.0,Capital Markets,13.91,10.0,3972.0
B,Finance,Investment Management,7.29,26.0,Fundamental Analysis,4.81,6.0,2528.0
B,Finance,Investment Management,7.29,26.0,Asset Allocation,10.88,26.0,3508.0
B,Finance,Investment Management,7.29,26.0,Fixed Income Portfolio Management,22.98,15.0,4161.0
B,Finance,Investment Management,7.29,26.0,Socially Responsible Investing,18.72,46.0,588.0
B,Finance,Investment Management,7.29,26.0,Bonds,2.63,6.0,2352.0
B,Finance,Investment Management,7.29,26.0,High Net Worth Individuals,19.75,20.0,4209.0
B,Finance,Investment Management,7.29,26.0,Top-Down analysis,16.825136612021858,0.0,499.0
B,Finance,Investment Management,7.29,26.0,Fixed Income Analysis,29.16,41.0,3195.0
B,Finance,Investment Management,7.29,26.0,Technical analysis,6.57,26.0,2312.0
B,Finance,Investment Management,7.29,26.0,Mutual Funds,7.27,38.0,4884.0
B,Finance,Investment Management,7.29,26.0,ETFs,4.34,35.0,2240.0
B,Finance,Investment Management,7.29,26.0,Risk Management,7.53,25.0,45.0
B,Finance,Investment Management,7.29,26.0,Portfolio Optimization,1.06,10.0,575.0
B,Finance,Investment Management,7.29,26.0,Commodities,6.18,1.0,4426.0
B,Finance,Investment Management,7.29,26.0,SPSS,4.27,17.0,3273.0
B,Finance,Investment Management,7.29,26.0,ESG/ Corporate Governance,10.33,27.0,3826.0
B,Finance,Investment Management,7.29,26.0,Treasury,1.35,2.0,2117.0
B,Finance,Investment Management,7.29,26.0,Wealth Management,26.22,50.0,325.0
B,Finance,Investment Management,7.29,26.0,Economics,3.69,8.0,1018.0
B,Finance,Investment Management,7.29,26.0,Portfolio analysis,5.06,22.0,4667.0
B,Finance,Investment Management,7.29,26.0,Public equities,5.15,4.0,2358.0
B,Finance,Investment Management,7.29,26.0,Alternative Investments,16.71,53.0,3742.0
B,Finance,Investment Management,7.29,26.0,High Yield,1.68,70.0,2998.0
B,Finance,Investment Management,7.29,26.0,Equities,7.09,3.0,4482.0
B,Finance,Investment Management,7.29,26.0,Credit,5.54,28.0,3514.0
B,Finance,Investment Management,7.29,26.0,Corporate Social Responsibility,15.02,17.0,2072.0
B,Finance,Investment Management,7.29,26.0,Credit Derivatives,0.21,2.0,1300.0
B,Finance,Investment Management,7.29,26.0,Economic Research,5.14,12.0,1210.0
B,Finance,Investment Management,7.29,26.0,Investment Strategies,10.32,29.0,4964.0
B,Finance,Investment Management,7.29,26.0,Behavioral Finance,3.94,7.0,4686.0
B,Finance,Investment Management,7.29,26.0,Tactical Asset Allocation,10.32,15.0,4178.0
B,Finance,Investment Management,7.29,26.0,Financial Engineering,3.22,17.0,4644.0
B,Finance,Investment Management,7.29,26.0,Foreign Exchange (FX) Options,16.825136612021858,16.825136612021858,3888.0
B,Finance,Investment Management,7.29,26.0,Fundamental research,16.825136612021858,0.0,1364.0
B,Finance,Investment Management,7.29,26.0,Equity Research Analysis,16.825136612021858,17.0,4987.0
B,Finance,Investment Management,7.29,26.0,Econometric Modeling,4.16,2.0,141.0
B,Finance,Investment Management,7.29,26.0,Hedgefonds,16.825136612021858,3.0,4613.0
B,Finance,Investment Management,7.29,26.0,Sector report,16.825136612021858,9.0,3843.0
B,Finance,Investment Management,7.29,26.0,Family Office,22.65,38.0,3176.0
B,Finance,Investment Management,7.29,26.0,Macroeconomics,2.09,1.0,1113.0
B,Finance,Investment Management,7.29,26.0,Stock valuation,6.07,11.0,4360.0
B,Finance,Investment Management,7.29,26.0,Investment Advisory,16.3,50.0,1361.0
B,Finance,Investment Management,7.29,26.0,Derivatives,0.8,0.0,2015.0
B,Finance,Investment Management,7.29,26.0,Portfolio Management,7.26,30.0,2696.0
B,Finance,Investment Management,7.29,26.0,Investor Relations,6.61,10.0,4086.0
B,Finance,Investment Management,7.29,26.0,Credit Analysis,20.41,14.0,3567.0
B,Finance,Investment Management,7.29,26.0,Fixed Income,18.03,29.0,1612.0
B,Finance,FinTech,13.7,37.0,Cybersecurity,27.1,46.0,4927.0
B,Finance,FinTech,13.7,37.0,Identity and Security,16.825136612021858,9.0,1556.0
B,Finance,FinTech,13.7,37.0,Product Strategy,14.47,16.0,1180.0
B,Finance,FinTech,13.7,37.0,Consumer Lending,10.67,30.0,4426.0
B,Finance,FinTech,13.7,37.0,Distributed Ledger Technology (DLT),16.825136612021858,15.0,1696.0
B,Finance,FinTech,13.7,37.0,"RegTech, Risk and Compliance",16.825136612021858,16.825136612021858,3859.0
B,Finance,FinTech,13.7,37.0,SME financing,10.56,7.0,3848.0
B,Finance,FinTech,13.7,37.0,Personal Financial Planning,14.33,42.0,3695.0
B,Finance,FinTech,13.7,37.0,Alternative Finance,22.5,29.0,4583.0
B,Finance,FinTech,13.7,37.0,Product Innovation,6.01,31.0,4052.0
B,Finance,FinTech,13.7,37.0,Cryptocurrencies,12.43,37.0,3190.0
B,Finance,FinTech,13.7,37.0,Blockchain,16.825136612021858,16.825136612021858,2741.0
B,Finance,FinTech,13.7,37.0,Ethereum,16.825136612021858,16.825136612021858,4991.0
B,Finance,FinTech,13.7,37.0,Payments,5.8,24.0,709.0
B,Finance,FinTech,13.7,37.0,SME financing,10.56,7.0,4702.0
B,Finance,FinTech,13.7,37.0,Mortgages,26.97,41.0,551.0
B,Finance,FinTech,13.7,37.0,Artificial Intelligence (AI),20.79,15.0,2305.0
B,Finance,FinTech,13.7,37.0,insurtech,7.76,38.0,728.0
B,Finance,FinTech,13.7,37.0,Smart Contracts,5.01,15.0,2184.0
C,Project Management,Product Owners,3.94,4.0,Business Analysts,11.57,31.0,524.0
C,Project Management,Web Project Managers,36.9,20.0,Software Consultants,27.31,29.0,1764.0
C,Project Management,Software Project Managers,50.81,71.0,Mobile Developers,22.01,29.0,4038.0
C,Project Management,Scrum Masters,7.4,31.0,Agile software developers,28.72727272727273,24.0,786.0
C,Project Management,Software Consultants,27.31,29.0,Mobile Developers,22.01,29.0,748.0
C,Project Management,Funding Consultants,4.66,21.0,Marketplace Developers,51.38,36.0,1813.0
C,Project Management,Software Project Managers,50.81,71.0,Web Developers,22.33,36.0,4219.0
C,Project Management,Software Project Managers,50.81,71.0,Business Strategists,10.03,27.0,1122.0
C,Project Management,Agile Coaches,4.46,28.0,Product Owners,3.94,4.0,4828.0
C,Project Management,Business Analysts,11.57,31.0,IT Project Managers,9.02,32.0,2816.0
C,Project Management,Software Consultants,27.31,29.0,IT Project Managers,9.02,32.0,1528.0
C,Project Management,Software Project Managers,50.81,71.0,Business Analysts,11.57,31.0,1068.0
C,Project Management,IT Product Managers,17.052727272727275,28.727272727272727,Web Developers,22.33,36.0,2781.0
C,Project Management,Business Analysts,11.57,31.0,Funding Consultants,4.66,21.0,1951.0
C,Project Management,Scrum Masters,7.4,31.0,Product Owners,3.94,4.0,4362.0
C,Project Management,Product Owners,3.94,4.0,IT Product Managers,28.72727272727273,28.72727272727273,4581.0
C,Project Management,Business Strategists,10.03,27.0,Product Owners,3.94,4.0,1141.0
C,Project Management,Scrum Masters,7.4,31.0,IT Project Managers,9.02,32.0,2702.0
C,Project Management,Web Project Managers,36.9,20.0,IT Project Managers,9.02,32.0,1677.0
C,Project Management,Funding Consultants,4.66,21.0,Business Analysts,11.57,31.0,2859.0
C,Project Management,Software Consultants,27.31,29.0,Funding Consultants,4.66,21.0,1166.0
C,Project Management,IT Project Managers,9.02,32.0,IT Product Managers,28.72727272727273,28.72727272727273,1899.0
C,Project Management,Software Consultants,27.31,29.0,Business Analysts,11.57,31.0,2227.0
C,Project Management,IT Product Managers,17.052727272727275,28.727272727272727,Scrum Masters,7.4,31.0,2166.0
C,Project Management,IT Product Managers,17.052727272727275,28.727272727272727,Agile Coaches,4.46,28.0,2615.0
C,Project Management,Business Strategists,10.03,27.0,Funding Consultants,4.66,21.0,2307.0
C,Project Management,IT Project Managers,9.02,32.0,Business Analysts,11.57,31.0,2461.0
C,Project Management,Scrum Masters,7.4,31.0,Product Managers,8.81,33.0,454.0
C,Project Management,IT Project Managers,9.02,32.0,Product Owners,3.94,4.0,4243.0
C,Project Management,IT Product Managers,17.052727272727275,28.727272727272727,Software Consultants,27.31,29.0,4966.0
C,Project Management,Digital Marketing Consultants,21.48,22.0,Web Developers,22.33,36.0,2078.0
C,Project Management,Business Analysts,11.57,31.0,Agile Coaches,4.46,28.0,311.0
C,Project Management,Web Project Managers,36.9,20.0,Agile Coaches,4.46,28.0,93.0
C,Project Management,Web Project Managers,36.9,20.0,IT Product Managers,28.72727272727273,28.72727272727273,2132.0
C,Project Management,Web Project Managers,36.9,20.0,Product Owners,3.94,4.0,1190.0
C,Project Management,Product Owners,3.94,4.0,IT Project Managers,9.02,32.0,120.0
C,Project Management,Digital Marketing Consultants,21.48,22.0,Business Analysts,11.57,31.0,3124.0
C,Project Management,Funding Consultants,4.66,21.0,MedTech Developers,28.72727272727273,28.72727272727273,4196.0
C,Project Management,Agile Coaches,4.46,28.0,Scrum Masters,7.4,31.0,4555.0
C,Project Management,Software Consultants,27.31,29.0,Web Developers,22.33,36.0,2442.0
C,Project Management,Software Project Managers,50.81,71.0,Product Owners,3.94,4.0,26.0
C,Project Management,Digital Marketing Consultants,21.48,22.0,Software Consultants,27.31,29.0,2571.0
C,Project Management,IT Project Managers,9.02,32.0,Business Strategists,10.03,27.0,2131.0
C,Project Management,Agile Coaches,4.46,28.0,Product Managers,8.81,33.0,4373.0
C,Project Management,Business Analysts,11.57,31.0,Business Strategists,10.03,27.0,2145.0
C,Project Management,Product Owners,3.94,4.0,Software Consultants,27.31,29.0,4199.0
C,Project Management,Business Strategists,10.03,27.0,IT Project Managers,9.02,32.0,733.0
C,Project Management,Agile Coaches,4.46,28.0,Software Consultants,27.31,29.0,3419.0
C,Project Management,IT Project Managers,9.02,32.0,Mobile Developers,22.01,29.0,4245.0
C,Project Management,Business Analysts,11.57,31.0,Scrum Masters,7.4,31.0,3783.0
C,Project Management,Funding Consultants,4.66,21.0,Software Consultants,27.31,29.0,4688.0
C,Project Management,Agile Coaches,4.46,28.0,Agile software developers,28.72727272727273,24.0,4666.0
C,Project Management,IT Project Managers,9.02,32.0,Web Developers,22.33,36.0,2834.0
C,Project Management,Business Strategists,10.03,27.0,Business Analysts,11.57,31.0,31.0
C,Project Management,Scrum Masters,7.4,31.0,Agile Coaches,4.46,28.0,2832.0
C,Project Management,Web Project Managers,36.9,20.0,Scrum Masters,7.4,31.0,524.0
C,Project Management,Digital Marketing Consultants,21.48,22.0,e-commerce Developers,26.64,23.0,1386.0
C,Project Management,Software Consultants,27.31,29.0,Business Strategists,10.03,27.0,4017.0
C,Project Management,Scrum Masters,7.4,31.0,Software Consultants,27.31,29.0,1086.0
C,Project Management,Digital Marketing Consultants,21.48,22.0,Hubspot Developers,19.75,49.0,2839.0
C,Project Management,IT Product Managers,17.052727272727275,28.727272727272727,IT Project Managers,9.02,32.0,4356.0
C,Project Management,Business Strategists,10.03,27.0,Digital Marketing Consultants,21.48,22.0,4960.0
C,Project Management,Funding Consultants,4.66,21.0,Fintech Developers,45.94,45.0,3943.0
C,Project Management,Software Project Managers,50.81,71.0,IT Product Managers,28.72727272727273,28.72727272727273,4579.0
C,Project Management,Business Strategists,10.03,27.0,Software Consultants,27.31,29.0,1135.0
C,Project Management,IT Product Managers,17.052727272727275,28.727272727272727,Product Owners,3.94,4.0,1470.0
C,Project Management,Business Analysts,11.57,31.0,Software Consultants,27.31,29.0,3775.0
C,Project Management,Funding Consultants,4.66,21.0,Business Strategists,10.03,27.0,3108.0
C,Project Management,Agile Coaches,4.46,28.0,IT Project Managers,9.02,32.0,4766.0
C,Project Management,Product Owners,3.94,4.0,Agile Coaches,4.46,28.0,559.0
C,Project Management,Digital Marketing Consultants,21.48,22.0,Salesforce Developers,18.05,45.0,4873.0
C,Project Management,Product Owners,3.94,4.0,Business Strategists,10.03,27.0,1056.0
D,Design,Branding Experts,10.53,33.0,Software Prototyping Experts,36.111111111111114,36.111111111111114,3885.0
D,Design,UX/UI Designers,22.14,51.0,Mobile Designers,36.111111111111114,21.0,1031.0
D,Design,Mobile App Designers,29.95,12.0,JAVA Developers,13.29,36.0,4246.0
D,Design,Web Designers,22.33,36.0,Software Prototyping Experts,36.111111111111114,36.111111111111114,2451.0
D,Design,Product Designers,14.47,44.0,Web Designers,22.33,36.0,3650.0
D,Design,Software Prototyping,7.25,35.0,Mobile Designers,36.111111111111114,21.0,3245.0
D,Design,Mobile App Designers,29.95,12.0,UX/UI Designers,22.14,51.0,2929.0
D,Design,3D Designers,6.97,42.0,Web Designers,22.33,36.0,1969.0
D,Design,Branding Experts,10.53,33.0,UX/UI Designers,22.14,51.0,4363.0
D,Design,Product Designers,14.47,44.0,Illustration Designers,14.35,50.0,3546.0
D,Design,3D Designers,6.97,42.0,Software Prototyping Experts,36.111111111111114,36.111111111111114,749.0
D,Design,Product Designers,14.47,44.0,Mobile Designers,36.111111111111114,21.0,3504.0
D,Design,3D Designers,6.97,42.0,Product Designers,14.47,44.0,2962.0
D,Design,Illustration Designers,14.35,50.0,Software Prototyping Experts,36.111111111111114,36.111111111111114,3430.0
D,Design,Mobile App Designers,29.95,12.0,IT Project Managers,9.02,32.0,3431.0
D,Design,UX/UI Designers,22.14,51.0,Software Prototyping Experts,36.111111111111114,36.111111111111114,1159.0
D,Design,Product Designers,14.47,44.0,UX/UI Designers,22.14,51.0,4178.0
D,Design,Illustration Designers,14.35,50.0,UX/UI Designers,22.14,51.0,1409.0
D,Design,Software Prototyping,7.25,35.0,Software Consultants,27.31,29.0,4097.0
D,Design,Software Prototyping,7.25,35.0,UX/UI Designers,22.14,51.0,467.0
D,Design,3D Designers,6.97,42.0,Illustration Designers,14.35,50.0,4140.0
D,Design,Software Prototyping,7.25,35.0,Digital Designers,8.89,22.0,3846.0
D,Design,Digital Designers,8.89,22.0,UX/UI Designers,22.14,51.0,1147.0
D,Design,Illustration Designers,14.35,50.0,Web Designers,22.33,36.0,1220.0
D,Design,Web Designers,22.33,36.0,Software Consultants,27.31,29.0,4557.0
D,Design,Digital Designers,8.89,22.0,Mobile Designers,36.111111111111114,21.0,536.0
D,Design,Product Designers,14.47,44.0,Branding Experts,10.53,33.0,1831.0
D,Design,UX/UI Designers,22.14,51.0,Web Designers,22.33,36.0,4564.0
D,Design,Illustration Designers,14.35,50.0,Mobile Designers,36.111111111111114,21.0,809.0
D,Design,Software Prototyping,7.25,35.0,Product Designers,14.47,44.0,558.0
D,Design,Web Designers,22.33,36.0,UX/UI Designers,22.14,51.0,4929.0
D,Design,Mobile App Designers,29.95,12.0,Software Consultants,27.31,29.0,2036.0
D,Design,UX/UI Designers,22.14,51.0,Software Consultants,27.31,29.0,1656.0
D,Design,Digital Designers,8.89,22.0,Illustration Designers,14.35,50.0,204.0
D,Design,Mobile App Designers,29.95,12.0,Software Prototyping Experts,36.111111111111114,36.111111111111114,2045.0
D,Design,UX/UI Designers,22.14,51.0,Front End Developers,19.17,37.0,2161.0
D,Design,Illustration Designers,14.35,50.0,Illustration Designers,14.35,50.0,2578.0
D,Design,Branding Experts,10.53,33.0,Product Designers,14.47,44.0,951.0
D,Design,Software Prototyping,7.25,35.0,Web Designers,22.33,36.0,340.0
D,Design,3D Designers,6.97,42.0,UX/UI Designers,22.14,51.0,1880.0
D,Design,Product Designers,14.47,44.0,Software Prototyping Experts,36.111111111111114,36.111111111111114,3108.0
D,Design,Mobile App Designers,29.95,12.0,Mobile Developers,22.01,29.0,3208.0
D,Design,Web Designers,22.33,36.0,Web Developers,22.33,36.0,4881.0
D,Design,Branding Experts,10.53,33.0,Mobile Designers,36.111111111111114,21.0,4405.0
D,Design,Digital Designers,8.89,22.0,Software Prototyping Experts,36.111111111111114,36.111111111111114,1904.0
D,Design,UX/UI Designers,22.14,51.0,JavaScript Developers,53.18,35.0,4563.0
D,Design,Digital Designers,8.89,22.0,Web Designers,22.33,36.0,901.0
D,Design,Digital Designers,8.89,22.0,Product Designers,14.47,44.0,3371.0
D,Design,Web Designers,22.33,36.0,Front End Developers,19.17,37.0,872.0
D,Design,3D Designers,6.97,42.0,Mobile Designers,36.111111111111114,21.0,296.0
D,Design,Branding Experts,10.53,33.0,Web Designers,22.33,36.0,545.0
D,Design,Branding Experts,10.53,33.0,Illustration Designers,14.35,50.0,4139.0
D,Design,Web Designers,22.33,36.0,IT Project Managers,9.02,32.0,1881.0
D,Design,Illustration Designers,14.35,50.0,Product Designers,14.47,44.0,3621.0
D,Development,.net Developers,31.34,39.0,Software Consultants,27.31,29.0,412.0
D,Development,.net Developers,31.34,39.0,PHP Developers,165.3,26.0,2860.0
D,Development,.net Developers,31.34,39.0,ASP.NET Developers,50.33,28.0,1384.0
D,Development,.net Developers,31.34,39.0,JavaScript Developers,53.18,35.0,3842.0
D,Development,.net Developers,31.34,39.0,Python Developers,14.26,45.0,4049.0
D,Development,.net Developers,31.34,39.0,JAVA Developers,13.29,36.0,1457.0
D,Development,Agile Software Development,18.69,27.0,Scrum Masters,7.4,31.0,4444.0
D,Development,Agile Software Development,18.69,27.0,Web Developers,22.33,36.0,1524.0
D,Development,Agile Software Development,18.69,27.0,Agile Coaches,4.46,28.0,4410.0
D,Development,Agile Software Development,18.69,27.0,Product Owners,3.94,4.0,2969.0
D,Development,Agile Software Development,18.69,27.0,IT Project Managers,9.02,32.0,657.0
D,Development,Agile Software Development,18.69,27.0,Mobile Developers,22.01,29.0,2332.0
D,Development,AI Experts,5.17,31.0,Machine Learning Engineers,17.02,44.0,3436.0
D,Development,AI Experts,5.17,31.0,Data Engineers,8.79,29.0,979.0
D,Development,AI Experts,5.17,31.0,Data Scientists,16.12,39.0,4481.0
D,Development,AI Experts,5.17,31.0,R Developers,21.95,27.0,3801.0
D,Development,AI Experts,5.17,31.0,Deep Learning Experts,8.87,19.0,644.0
D,Development,AI Experts,5.17,31.0,Python Developers,14.26,45.0,4381.0
D,Development,Ajax Programmers,22.296325668700405,1.0,JavaScript Developers,53.18,35.0,2845.0
D,Development,Ajax Programmers,22.296325668700405,1.0,Web Designers,22.33,36.0,2959.0
D,Development,Ajax Programmers,22.296325668700405,1.0,Web Developers,22.33,36.0,3886.0
D,Development,Ajax Programmers,22.296325668700405,1.0,jQuery Developers,5.68,4.0,4975.0
D,Development,Ajax Programmers,22.296325668700405,1.0,JAVA Developers,13.29,36.0,1644.0
D,Development,Ajax Programmers,22.296325668700405,1.0,HTML5 Developers,24.82042253521132,17.0,2258.0
D,Development,Algorithm Developers,21.15,30.0,IT Project Managers,9.02,32.0,4208.0
D,Development,Algorithm Developers,21.15,30.0,Software Consultants,27.31,29.0,4136.0
D,Development,Algorithm Developers,21.15,30.0,AI Developers,27.19,44.0,2357.0
D,Development,Algorithm Developers,21.15,30.0,Web Developers,22.33,36.0,1475.0
D,Development,Algorithm Developers,21.15,30.0,Mobile Developers,22.01,29.0,2026.0
D,Development,Algorithm Developers,21.15,30.0,UX/UI Designers,22.14,51.0,2734.0
D,Development,Android App Developers,12.29,34.0,iOS Developers,18.87,37.0,2966.0
D,Development,Android App Developers,12.29,34.0,React Native Developers,131.87,47.0,4169.0
D,Development,Android App Developers,12.29,34.0,C# Developers,55.29,26.0,4754.0
